AAEC,5034,Agribusiness Marketing,Dalton,62235,3,3.94,10,100.0,0.0,0.0,0.0,0.0,0
ACIS,1504,Intro to Bus Analytics & BI,Martin,60067,3,3.44,32,62.5,28.1,6.3,0.0,3.1,0
ACIS,2115,Principles of Accounting,Almond,60068,3,2.22,11,9.1,36.4,36.4,9.1,9.1,0
ACIS,2115,Principles of Accounting,Almond,60069,3,2.92,15,33.3,40.0,20.0,6.7,0.0,0
ACIS,2116,Principles of Accounting,Wetmiller,60070,3,3.15,12,50.0,25.0,25.0,0.0,0.0,0
ACIS,4314,Principles of Taxation,Williams,60075,3,3.03,10,20.0,60.0,20.0,0.0,0.0,0
AFST,1714,Intro African American Studies,Seniors,60084,3,3.72,39,89.7,2.6,2.6,2.6,2.6,0
AHRM,2404,Consumer Rights,Fisher,60087,3,3.72,22,81.8,13.6,4.5,0.0,0.0,0
AINS,1104,Intro American Indian Studies,Faircloth,62302,3,3.91,22,90.9,9.1,0.0,0.0,0.0,0
ALS,3304,Physiology of Reproduction,Rhoads,62331,2,2.05,20,5.0,30.0,35.0,20.0,10.0,1
AOE,5024,Vehicle Structures,Kapania,62220,3,3.62,18,66.7,33.3,0.0,0.0,0.0,0
APS,1704,Intro to Appalachian Studies,Laney,62243,3,3.48,21,81.0,4.8,4.8,4.8,4.8,0
ARBC,3954,Study Abroad,Nassereddine,60199,3,3.51,11,54.5,36.4,9.1,0.0,0.0,0
ARCH,1115,Qualifying Design Laboratory,Dugas,60200,3,2.91,56,5.4,80.4,14.3,0.0,0.0,0
ARCH,5755,Advanced Design Laboratory,Schnoedt,60211,1,3.38,20,45.0,45.0,10.0,0.0,0.0,0
ARCH,4076,Building Structures,Setareh,62433,3,2.39,12,16.7,50.0,8.3,8.3,16.7,0
ART,2385,Surv Hist West Art,Knoblauch,60222,3,3.58,21,66.7,28.6,4.8,0.0,0.0,1
ART,3954,Study Abroad,Weaver,60223,6,3.97,10,100.0,0.0,0.0,0.0,0.0,0
AT,0194,AT Internship,Kohl,60232,3,3.64,37,78.4,16.2,2.7,0.0,2.7,0
BC,1214,Intro to Bldg Constr I,Yauger,60233,3,2.58,32,9.4,43.8,46.9,0.0,0.0,0
BC,1224,Intro to BC II,Yauger,60234,3,3.41,33,42.4,54.5,3.0,0.0,0.0,0
BIOL,1105,Principles of Biology,Rosenzweig,60250,3,2.84,48,10.4,62.5,22.9,4.2,0.0,0
BIOL,1115,Principles of Biol Lab,Lee,60252,1,3.65,16,81.3,12.5,0.0,6.3,0.0,0
BIOL,2604,General Microbiology,Seyler,60254,3,3.4,46,56.5,37.0,4.3,0.0,2.2,0
BIOL,2614,General Microbiology Lab,Lasley,60256,2,3.73,16,75.0,25.0,0.0,0.0,0.0,0
BIOL,3954,Study Abroad: Aust/N Zealand,Blanc,60259,6,3.65,13,69.2,30.8,0.0,0.0,0.0,0
BIOL,2134,Cell Function Differentiation,Walker,62298,3,2.86,27,33.3,29.6,29.6,7.4,0.0,0
BIOL,2704,Evolutionary Biology,Sheppard,62299,3,2.42,33,15.2,39.4,24.2,15.2,6.1,1
BIT,5594,Web Apps & Elec Com,Ghandforoush,62341,3,2.9,49,24.5,55.1,14.3,0.0,6.1,0
BIT,2405,Quantitative Methods,Major,60268,3,2.57,52,17.3,38.5,32.7,9.6,1.9,6
BIT,2406,Quantitative Methods,Nottingham,60269,3,2.7,47,14.9,42.6,38.3,2.1,2.1,3
BIT,3414,Operations & Supply Chain Mgt,Deane,60271,3,3.14,45,33.3,48.9,17.8,0.0,0.0,1
BIT,3414,Operations & Supply Chain Mgt,Deane,60272,3,3.13,43,32.6,51.2,14.0,2.3,0.0,0
BIT,3424,Intro Bus Analytics Modeling,Rakes,60273,3,3.48,22,59.1,36.4,4.5,0.0,0.0,0
BIT,3434,Adv Modeling for Bus Analytics,Rakes,60274,3,3.49,22,59.1,31.8,9.1,0.0,0.0,0
BIT,3444,Adv Bus Comp and App,Wang,60275,3,3.56,32,75.0,15.6,3.1,0.0,6.3,0
BIT,3954,Study Abroad,Matheson,60276,6,3.97,30,96.7,3.3,0.0,0.0,0.0,0
BIT,4454,Bus Analysis Seminar in IT,Rees,60278,3,4.0,11,100.0,0.0,0.0,0.0,0.0,0
BIT,5564,Healthcare Information Tech,Khansa,60280,3,3.58,91,68.1,27.5,2.2,1.1,1.1,0
CEE,3604,Intro Transport Engr,Katz,60346,3,3.43,18,61.1,33.3,0.0,0.0,5.6,0
CEE,3804,Computer Applications for CEE,Abbas,62329,3,3.71,12,83.3,16.7,0.0,0.0,0.0,0
CHE,4014,Chem Engr Laboratory,Durrill,60360,5,3.66,29,72.4,27.6,0.0,0.0,0.0,0
CHEM,1035,General Chemistry,Vincent,60367,3,2.13,36,11.1,36.1,27.8,8.3,16.7,4
CHEM,1036,General Chemistry,Wagner,60368,3,2.61,44,18.2,36.4,36.4,9.1,0.0,5
CHEM,1045,General Chemistry Lab,Long,60369,1,3.04,18,55.6,22.2,5.6,5.6,11.1,0
CHEM,1045,General Chemistry Lab,Long,60370,1,2.88,19,36.8,26.3,15.8,21.1,0.0,0
CHEM,1045,General Chemistry Lab,Long,60371,1,2.65,16,37.5,31.3,6.3,12.5,12.5,0
CHEM,1046,General Chemistry Lab,Long,60373,1,2.98,17,52.9,23.5,5.9,5.9,11.8,0
CHEM,1046,General Chemistry Lab,Long,60374,1,3.55,19,68.4,26.3,5.3,0.0,0.0,0
CHEM,2514,Survey of Organic Chemistry,Berg,60378,3,3.34,14,42.9,57.1,0.0,0.0,0.0,0
CHEM,2535,Organic Chemistry,Neidigh,60379,3,2.83,33,33.3,27.3,33.3,3.0,3.0,2
CHEM,2545,Organic Chemistry Laboratory,Wessels,60382,1,2.87,13,15.4,61.5,15.4,7.7,0.0,0
CHEM,2545,Organic Chemistry Laboratory,Wessels,60383,1,3.01,14,42.9,28.6,21.4,7.1,0.0,0
CHEM,2545,Organic Chemistry Laboratory,Wessels,60385,1,2.86,10,20.0,50.0,20.0,10.0,0.0,0
CLA,2444,Greek and Roman Myth,Phillips,60414,3,3.81,24,87.5,12.5,0.0,0.0,0.0,0
