AAEC,3954,Study Abroad,Geyer,60060,3,4.0,12,100.0,0.0,0.0,0.0,0.0,0
ACIS,1504,Intro Bus Info Sys,Brown,60067,3,2.69,16,25.0,25.0,43.8,6.3,0.0,0
ACIS,1504,Intro Bus Info Sys,Brown,60069,3,2.47,19,10.5,42.1,36.8,5.3,5.3,0
ACIS,2004,Survey of Accounting,Brown,60070,3,2.88,15,26.7,33.3,33.3,6.7,0.0,0
ACIS,2115,Principles of Accounting,Brown,60071,3,2.67,20,5.0,60.0,35.0,0.0,0.0,0
ACIS,2115,Principles of Accounting,Brown,60072,3,2.76,17,29.4,35.3,23.5,5.9,5.9,0
ACIS,2115,Principles of Accounting,Hicks,60073,3,2.95,22,40.9,18.2,40.9,0.0,0.0,0
ACIS,2116,Principles of Accounting,Brown,60075,3,2.53,22,9.1,54.5,18.2,18.2,0.0,0
ACIS,2116,Principles of Accounting,Brown,60076,3,2.8,22,18.2,45.5,36.4,0.0,0.0,0
ACIS,2116,Principles of Accounting,Brown,60077,3,2.6,20,20.0,25.0,50.0,5.0,0.0,0
ACIS,2504,Personal Computers in Business,Brown,60078,3,2.93,15,26.7,40.0,33.3,0.0,0.0,0
ACIS,2504,Personal Computers in Business,Brown,60080,3,3.17,12,33.3,50.0,16.7,0.0,0.0,0
ACIS,3115,Intermediate Finan Accounting,Brown,60083,3,3.22,21,33.3,57.1,4.8,4.8,0.0,0
ACIS,3215,Cost Accounting,Brozovsky,60084,3,2.42,24,12.5,41.7,29.2,12.5,4.2,0
ACIS,4314,Income Tax,Brown,60088,3,2.78,32,9.4,59.4,31.3,0.0,0.0,0
ACIS,4415,Auditing,Brown,60089,3,2.94,34,29.4,44.1,17.6,5.9,2.9,0
ACIS,5514,Mgt Of Info Systems,Hicks,60098,3,3.88,10,100.0,0.0,0.0,0.0,0.0,0
ACIS,4124,Governmental Acctg,Derrick Daniel,61545,3,3.27,19,57.9,15.8,26.3,0.0,0.0,0
AOE,3094,Materials for Aero & Ocean Eng,Aning,61610,3,2.37,10,20.0,30.0,20.0,30.0,0.0,0
ARCH,4076,Building Structures,Setareh,60158,3,2.88,10,30.0,40.0,30.0,0.0,0.0,0
ARCH,5755,Advanced Design Laboratory,Schnoedt,60181,3,3.37,19,52.6,36.8,10.5,0.0,0.0,0
BIOL,1105,Principles of Biology,Barthet,60210,3,3.16,33,57.6,12.1,21.2,9.1,0.0,0
