department,course_number_1,course_title,faculty,course_ei,credit_hours,qca,number,As,Bs,Cs,Ds,Fs,Textbox10
ACIS,1504,Intro Bus Info Sys,Zhou,60067,3,3.80,34,73.5,26.5,0.0,0.0,0.0,0
ACIS,2115,Principles of Accounting,Almond,60068,3,2.49,32,12.5,34.4,46.9,3.1,3.1,0
ACIS,2115,Principles of Accounting,Almond,60069,3,2.49,17,5.9,58.8,23.5,5.9,5.9,1
ACIS,2116,Principles of Accounting,Rakestraw,60070,3,2.97,14,21.4,50.0,28.6,0.0,0.0,0
ACIS,2116,Principles of Accounting,Rakestraw,60071,3,3.11,19,31.6,47.4,21.1,0.0,0.0,0
ACIS,3314,Tax Impact on Decisions,Hicks,60075,3,3.34,16,50.0,37.5,12.5,0.0,0.0,0
ACIS,3504,Acct Sys and Controls,Zhou,60076,3,3.40,10,60.0,20.0,20.0,0.0,0.0,0
ACIS,3954,Study Abroad,Jenkins,60077,3,4.00,21,100.0,0.0,0.0,0.0,0.0,0
ACIS,4314,Principles of Taxation,Hicks,60080,3,3.05,13,30.8,53.8,7.7,7.7,0.0,0
ACIS,4414,Financial Statement Auditing,Stein,60081,3,3.06,27,18.5,70.4,11.1,0.0,0.0,0
ACIS,5614,Implementing Mgt Controls,Bhattacharjee,62637,2,3.72,13,76.9,23.1,0.0,0.0,0.0,0
AHRM,3954,Study Abroad - FMD European,Gaskill,62654,3,4.00,13,100.0,0.0,0.0,0.0,0.0,0
AHRM,2304,Family Financial Management,Solis,62921,3,3.43,24,66.7,20.8,8.3,0.0,4.2,0
AOE,2074,Computational Methods,Canfield,62977,2,2.72,12,16.7,58.3,16.7,0.0,8.3,0
APS,1704,Intro to Appalachian Studies,Laney,62806,3,2.91,18,33.3,44.4,5.6,11.1,5.6,0
ARCH,1115,Qualifying Design Laboratory,Bryon,60179,3,2.93,44,15.9,68.2,9.1,6.8,0.0,0
ARCH,4076,Building Structures,Cortes,60182,3,3.44,10,70.0,10.0,20.0,0.0,0.0,0
ARCH,5755,Advanced Design Laboratory,Thompson,60195,3,3.38,10,50.0,50.0,0.0,0.0,0.0,0
ART,3954,Study Abroad,Abel,60211,3,4.00,18,100.0,0.0,0.0,0.0,0.0,0
