department,course_number_1,course_title,faculty,course_ei,credit_hours,qca,number,As,Bs,Cs,Ds,Fs,Textbox10
AAEC,3954,Study Abroad,Geyer,61774,1,4.00,13,100.0,0.0,0.0,0.0,0.0,0
ACIS,2116,Principles of Accounting,Easterwood,61817,3,2.98,10,40.0,30.0,30.0,0.0,0.0,0
ACIS,2504,Personal Computers in Business,Hicks,61731,3,3.36,14,50.0,35.7,14.3,0.0,0.0,0
ACIS,3314,Tax Impact on Decisions,Brown,61732,3,2.45,17,23.5,17.6,35.3,23.5,0.0,0
ACIS,3954,Study Abroad:Intro to French,Hicks,61733,3,4.00,15,100.0,0.0,0.0,0.0,0.0,0
ACIS,2115,Principles of Accounting,Easterwood,61642,3,2.23,21,23.8,28.6,14.3,19.0,14.3,0
ACIS,3504,Acct Sys and Controls,Easterwood,61643,3,2.29,18,5.6,33.3,44.4,16.7,0.0,0
ACIS,5194,Financial Statement Analysis,Cole,61683,3,3.56,16,50.0,50.0,0.0,0.0,0.0,0
ACIS,5614,Implementing Mgt Controls,Bhattacharjee,61685,2,3.71,18,94.4,5.6,0.0,0.0,0.0,0
ACIS,1504,Intro Bus Info Sys,Brown,60066,3,3.35,17,41.2,52.9,5.9,0.0,0.0,0
ACIS,1504,Intro Bus Info Sys,Brown,60067,3,2.95,20,25.0,45.0,30.0,0.0,0.0,0
ACIS,2004,Survey of Accounting,Easterwood,60068,3,2.33,19,5.3,47.4,31.6,5.3,10.5,0
ACIS,2115,Principles of Accounting,Easterwood,60069,3,2.56,23,26.1,26.1,39.1,4.3,4.3,0
ACIS,2115,Principles of Accounting,Easterwood,60070,3,2.80,25,24.0,52.0,12.0,4.0,8.0,0
ACIS,2116,Principles of Accounting,Easterwood,60073,3,2.70,23,8.7,56.5,26.1,8.7,0.0,0
ACIS,2116,Principles of Accounting,Easterwood,60074,3,2.23,19,10.5,42.1,21.1,15.8,10.5,0
ACIS,2504,Personal Computers in Business,Brown,60075,3,2.80,18,22.2,44.4,27.8,5.6,0.0,0
ACIS,2504,Personal Computers in Business,Brown,60076,3,3.07,15,26.7,53.3,20.0,0.0,0.0,0
ACIS,3115,Intermediate Financial Acct,Brozovsky,60077,3,2.24,30,6.7,30.0,46.7,16.7,0.0,0
ACIS,4124,Governmental Acctg,Lobingier,60079,3,2.90,16,25.0,50.0,18.8,6.3,0.0,0
ACIS,4314,Principles of Taxation,Hicks,60080,3,3.05,19,31.6,52.6,15.8,0.0,0.0,0
ACIS,4415,Auditing,Brown,60081,3,2.75,22,18.2,54.5,18.2,4.5,4.5,0
ACIS,5514,Mgt Of Info Systems,Hicks,60086,3,3.90,18,100.0,0.0,0.0,0.0,0.0,0
AHRM,2264,Intro Fashion Industry,Kim,61630,3,3.67,12,91.7,0.0,0.0,8.3,0.0,0
ARCH,2984,SS:Qualifying Design Lab,Albright,61746,3,2.97,59,10.2,72.9,16.9,0.0,0.0,0
ARCH,4076,Building Structures,Cortes,60141,3,3.43,19,52.6,42.1,5.3,0.0,0.0,0
ARCH,4204,Urban Tech & Arch,Tew,60144,3,4.00,14,100.0,0.0,0.0,0.0,0.0,0
ARCH,5755,Advanced Design Laboratory,Weiner,60169,3,3.46,16,50.0,50.0,0.0,0.0,0.0,0
ART,1204,Principles of Art & Design I,Bryson,61795,3,2.86,14,21.4,64.3,7.1,0.0,7.1,0
ART,1604,Principles of New Media,Bryson,61796,3,2.54,10,10.0,60.0,20.0,0.0,10.0,0
BC,1214,Intro to BC I,Mitchell,61690,3,3.15,30,23.3,70.0,6.7,0.0,0.0,0
BIOL,1105,Principles of Biology,Sebring,60197,3,3.00,43,41.9,25.6,25.6,4.7,2.3,0
BIOL,1115,Principles of Biol Lab,Drahos,60199,1,2.91,22,27.3,40.9,31.8,0.0,0.0,0
BIOL,2004,Genetics,Shokraii,60200,3,2.79,24,16.7,41.7,41.7,0.0,0.0,0
BIOL,2604,General Microbiology,Seyler,60201,3,2.86,48,27.1,37.5,29.2,6.3,0.0,0
BIOL,2614,Gen Microbiology Lab,Link,60202,1,3.45,19,63.2,21.1,10.5,5.3,0.0,0
BIOL,2614,Gen Microbiology Lab,Link,60203,1,3.83,18,83.3,11.1,5.6,0.0,0.0,0
BIOL,2704,Evolutionary Biology,Olsen,60206,3,2.99,19,47.4,15.8,31.6,5.3,0.0,0
BIOL,2804,Ecology,Lipscomb,60207,3,3.13,16,31.3,56.3,6.3,6.3,0.0,0
BIOL,3954,Study Abroad,Hilu,60209,6,3.53,12,75.0,16.7,0.0,8.3,0.0,0
BIOL,4704,Immunology,Elgert,60210,3,2.38,26,19.2,34.6,19.2,19.2,7.7,0
BIT,2405,Quantitative Methods,Keeling,60217,3,3.36,46,56.5,32.6,6.5,2.2,2.2,0
BIT,2405,Quantitative Methods,Keeling,60218,3,2.42,22,31.8,27.3,18.2,9.1,13.6,0
BIT,2406,Quantitative Methods,Major,60219,3,2.82,31,25.8,38.7,32.3,0.0,3.2,0
BIT,2406,Quantitative Methods,Clark,60220,3,2.89,18,44.4,16.7,27.8,5.6,5.6,0
BIT,2406,Quantitative Methods,Major,60221,3,3.03,12,41.7,25.0,25.0,8.3,0.0,0
BIT,3414,Prod And Oper Mgt,Russell,60222,3,2.94,27,22.2,55.6,18.5,3.7,0.0,0
BIT,3414,Prod And Oper Mgt,Clark,60223,3,3.19,19,42.1,36.8,21.1,0.0,0.0,0
BIT,5604,Model Dec. Making for Comp Adv,Ghandforoush,61684,2,3.78,22,72.7,27.3,0.0,0.0,0.0,0
BIT,2406,Quantitative Methods,Matheson,61702,3,3.27,10,40.0,50.0,10.0,0.0,0.0,0
BIT,3414,Prod And Oper Mgt,Matheson,61703,3,3.20,23,39.1,47.8,13.0,0.0,0.0,0
BIT,3954,Study Abroad,Matheson,61704,3,4.00,12,100.0,0.0,0.0,0.0,0.0,0
BIT,5624,Progect Mangmnt & Leadrship,Hoopes,61737,1,3.97,18,100.0,0.0,0.0,0.0,0.0,0
CEE,4014,"Est, Prod & Cost Engr",Hildreth,61594,3,3.17,20,30.0,55.0,15.0,0.0,0.0,0
CEE,2814,CEE Measurements,Connor,60245,4,2.45,10,20.0,30.0,40.0,10.0,0.0,0
CEE,2814,CEE Measurements,Connor,60246,4,2.35,11,0.0,63.6,27.3,0.0,9.1,0
CEE,3104,Intro Environ Engr,Scardina,60247,3,3.28,12,41.7,50.0,8.3,0.0,0.0,0
CEE,3304,Fluid Mech for CEE,Widdowson,60248,3,3.24,13,38.5,53.8,7.7,0.0,0.0,0
CEE,3404,Theory of Structures,Holzer,60249,3,2.68,18,38.9,27.8,11.1,5.6,16.7,0
CHE,4014,Chem Engr Laboratory,Martin,60260,5,3.21,11,36.4,45.5,18.2,0.0,0.0,0
CHEM,1035,General Chemistry,Celik,60267,3,2.24,48,12.5,22.9,35.4,22.9,6.3,0
CHEM,1036,General Chemistry,Tam,60268,3,2.04,56,7.1,32.1,28.6,25.0,7.1,0
CHEM,1045,General Chemistry Lab,Amateis,60269,1,3.31,16,37.5,56.3,6.3,0.0,0.0,0
CHEM,1046,General Chemistry Lab,Amateis,60270,1,3.53,19,52.6,47.4,0.0,0.0,0.0,0
CHEM,2514,Survey of Organic Chemistry,Hermann,60271,3,2.93,11,45.5,0.0,45.5,9.1,0.0,0
CHEM,2535,Organic Chemistry,Hermann,60272,3,3.23,113,46.0,36.3,10.6,7.1,0.0,0
CHEM,2545,Organic Chemistry Laboratory,Santos,60273,1,3.09,18,27.8,50.0,22.2,0.0,0.0,0
CHEM,2545,Organic Chemistry Laboratory,Santos,60274,1,3.06,19,31.6,47.4,21.1,0.0,0.0,0
CHEM,2545,Organic Chemistry Laboratory,Santos,60275,1,2.81,19,26.3,42.1,21.1,10.5,0.0,0
CHEM,2545,Organic Chemistry Laboratory,Santos,60276,1,2.79,20,20.0,45.0,30.0,0.0,5.0,0
CHEM,2545,Organic Chemistry Laboratory,Santos,60277,1,2.98,20,30.0,45.0,20.0,5.0,0.0,0
CHEM,4554,Drug Chemistry,Berg,60281,3,3.45,17,47.1,52.9,0.0,0.0,0.0,0
CHEM,1045,General Chemistry Lab,Amateis,61695,1,2.60,15,26.7,46.7,6.7,0.0,20.0,0
CHEM,1046,General Chemistry Lab,Amateis,61696,1,3.24,16,25.0,68.8,6.3,0.0,0.0,0
CHEM,3615,Physical Chemistry,Marand,61735,3,2.65,15,33.3,20.0,26.7,20.0,0.0,0
CHEM,2114,Analytical Chemistry,Long,61765,3,2.85,28,32.1,28.6,28.6,10.7,0.0,0
CHEM,2124,Analytical Chem Lab,Long,61766,1,3.60,20,70.0,25.0,5.0,0.0,0.0,0
CLA,2454,Classical Lit in Tran,Becker,60289,3,3.81,10,90.0,10.0,0.0,0.0,0.0,0
CLA,3954,Study Abroad,Becker,60292,3,3.74,17,82.4,17.6,0.0,0.0,0.0,0
COMM,2004,Public Speaking,Giglio,60295,3,2.97,12,41.7,33.3,16.7,0.0,8.3,0
COMM,2004,Public Speaking,Kuypers,60297,3,2.69,14,14.3,50.0,28.6,0.0,7.1,0
COMM,2004,Public Speaking,Giglio,60298,3,3.28,13,46.2,38.5,15.4,0.0,0.0,0
COMM,2004,Public Speaking,Ivory,60299,3,3.52,13,61.5,38.5,0.0,0.0,0.0,0
COMM,2004,Public Speaking,Kuypers,60300,3,3.26,14,42.9,42.9,14.3,0.0,0.0,0
COMM,2004,Public Speaking,Kanter,60302,3,3.45,13,38.5,61.5,0.0,0.0,0.0,0
COMM,2004,Public Speaking,Wood,60304,3,3.59,13,76.9,7.7,15.4,0.0,0.0,0
COMM,2004,Public Speaking,Kanter,60307,3,2.99,14,21.4,64.3,14.3,0.0,0.0,0
COMM,2084,Media Institutions,Wood,60310,3,3.02,10,20.0,50.0,30.0,0.0,0.0,0
COMM,4014,Media Effects,Ivory,60312,3,3.25,16,50.0,25.0,25.0,0.0,0.0,0
COMM,1014,Intro to Comm Studies,Waggenspack,61613,3,2.47,17,17.6,41.2,17.6,17.6,5.9,0
COMM,1024,Intro Comm Research,Magee,61640,3,3.34,13,61.5,23.1,7.7,7.7,0.0,0
COMM,3124,Interpersonal Communication,Preston,61303,3,3.49,26,61.5,26.9,11.5,0.0,0.0,0
COMM,4044,International Communication,Sewell,61304,3,3.86,14,85.7,14.3,0.0,0.0,0.0,0
CS,1604,Introduction to the Internet,Barnette,61305,1,2.79,21,19.0,57.1,19.0,4.8,0.0,0
CS,1705,Intro Obj-Oriented Development,Barnette,61741,3,2.60,12,41.7,25.0,16.7,0.0,16.7,0
CS,1044,Intro Prog in C,Randhawa,60316,3,3.25,18,55.6,22.2,22.2,0.0,0.0,0
CS,2605,Data Structs & OO Development,McQuain,60319,3,2.37,19,15.8,42.1,15.8,15.8,10.5,0
ECE,2004,Electric Circuit Analysis,Ralston,60347,3,2.93,23,56.5,13.0,8.7,13.0,8.7,0
ECE,2074,Electic Circuit Analysis Lab,Rajagopalan,60348,1,3.14,21,52.4,19.0,19.0,4.8,4.8,0
ECE,2704,Signals and Systems,Wang,60349,3,1.95,22,31.8,13.6,4.5,22.7,27.3,0
ECE,3054,Electrical Theory,Reid,60351,3,2.88,48,39.6,25.0,22.9,8.3,4.2,0
ECE,3105,Electromagnetic Fields,Safaai-Jazi,60352,3,2.61,14,7.1,57.1,28.6,0.0,7.1,0
ECE,3304,Introduction to Power Systems,Reid,60353,3,3.53,26,57.7,34.6,7.7,0.0,0.0,0
